X0,ratio,X_final
0.65,2.0124999999999997,0.8125
0.65,2.0999999999999996,1.0
0.65,2.1875,1.0
0.65,2.275,0.9527083333333333
0.65,2.3625,0.9591666666666667
0.65,2.4499999999999997,0.885
0.65,2.5374999999999996,0.8845833333333333
0.65,2.625,1.0
0.65,2.7125,0.9422916666666666
0.65,2.8,1.0
0.65,2.8874999999999997,0.9075
0.65,2.9749999999999996,0.9502083333333333
0.65,3.0625,0.9385416666666666
0.65,3.15,0.8810416666666667
0.65,3.2375,1.0
0.65,3.3249999999999997,1.0
0.65,3.4124999999999996,1.0
0.65,3.5,0.9460416666666667
0.7000000000000001,0.0,0.0
0.7000000000000001,0.0875,0.0
0.7000000000000001,0.175,0.0
0.7000000000000001,0.26249999999999996,0.0
0.7000000000000001,0.35,0.0
0.7000000000000001,0.4375,0.0
0.7000000000000001,0.5249999999999999,0.0625
0.7000000000000001,0.6124999999999999,0.0625
0.7000000000000001,0.7,0.3125
0.7000000000000001,0.7875,0.3125
0.7000000000000001,0.875,0.42708333333333337
0.7000000000000001,0.9624999999999999,0.3783333333333333
0.7000000000000001,1.0499999999999998,0.5091666666666667
0.7000000000000001,1.1375,0.6875
0.7000000000000001,1.2249999999999999,0.8533333333333333
0.7000000000000001,1.3125,0.52
0.7000000000000001,1.4,0.6377083333333333
0.7000000000000001,1.4874999999999998,0.7689583333333334
0.7000000000000001,1.575,0.7625
0.7000000000000001,1.6624999999999999,0.8139583333333333
0.7000000000000001,1.75,1.0
0.7000000000000001,1.8375,0.9252083333333334
0.7000000000000001,1.9249999999999998,0.8772916666666667
0.7000000000000001,2.0124999999999997,1.0
0.7000000000000001,2.0999999999999996,0.8341666666666667
0.7000000000000001,2.1875,0.9375
0.7000000000000001,2.275,0.8989583333333333
0.7000000000000001,2.3625,1.0
0.7000000000000001,2.4499999999999997,1.0
0.7000000000000001,2.5374999999999996,1.0
0.7000000000000001,2.625,1.0
0.7000000000000001,2.7125,1.0
0.7000000000000001,2.8,1.0
0.7000000000000001,2.8874999999999997,1.0
0.7000000000000001,2.9749999999999996,1.0
0.7000000000000001,3.0625,1.0
0.7000000000000001,3.15,1.0
0.7000000000000001,3.2375,1.0
0.7000000000000001,3.3249999999999997,0.951875
0.7000000000000001,3.4124999999999996,1.0
0.7000000000000001,3.5,1.0
0.75,0.0,0.0
0.75,0.0875,0.0
0.75,0.175,0.0
0.75,0.26249999999999996,0.0
0.75,0.35,0.125
0.75,0.4375,0.18729166666666666
0.75,0.5249999999999999,0.15625
0.75,0.6124999999999999,0.3125
0.75,0.7,0.5
0.75,0.7875,0.75
0.75,0.875,0.375
0.75,0.9624999999999999,0.4583333333333333
0.75,1.0499999999999998,0.75
0.75,1.1375,0.6904166666666667
0.75,1.2249999999999999,0.875
0.75,1.3125,0.875
0.75,1.4,0.7547916666666666
0.75,1.4874999999999998,0.8158333333333333
0.75,1.575,0.8458333333333333
0.75,1.6624999999999999,0.943125
0.75,1.75,1.0
0.75,1.8375,0.8358333333333333
0.75,1.9249999999999998,1.0
0.75,2.0124999999999997,1.0
0.75,2.0999999999999996,1.0
0.75,2.1875,0.90625
0.75,2.275,1.0
0.75,2.3625,1.0
0.75,2.4499999999999997,0.946875
0.75,2.5374999999999996,1.0
0.75,2.625,1.0
0.75,2.7125,0.9660416666666667
0.75,2.8,1.0
0.75,2.8874999999999997,1.0
0.75,2.9749999999999996,1.0
0.75,3.0625,1.0
0.75,3.15,1.0
0.75,3.2375,1.0
0.75,3.3249999999999997,1.0
0.75,3.4124999999999996,1.0
0.75,3.5,1.0
0.8,0.0,0.0
0.8,0.0875,0.0
0.8,0.175,0.0
0.8,0.26249999999999996,0.0
0.8,0.35,0.0625
0.8,0.4375,0.22229166666666667
0.8,0.5249999999999999,0.3120833333333333
0.8,0.6124999999999999,0.4375
0.8,0.7,0.5664583333333333
0.8,0.7875,0.5779166666666666
0.8,0.875,0.625
0.8,0.9624999999999999,0.6404166666666666
0.8,1.0499999999999998,0.6875
0.8,1.1375,0.6875
0.8,1.2249999999999999,0.8291666666666666
0.8,1.3125,0.9375
0.8,1.4,0.815625
0.8,1.4874999999999998,0.9383333333333334
0.8,1.575,1.0
0.8,1.6624999999999999,0.875625
0.8,1.75,0.819375
0.8,1.8375,1.0
0.8,1.9249999999999998,1.0
0.8,2.0124999999999997,0.9375
0.8,2.0999999999999996,1.0
0.8,2.1875,1.0
0.8,2.275,0.9491666666666667
0.8,2.3625,1.0
0.8,2.4499999999999997,1.0
0.8,2.5374999999999996,1.0
0.8,2.625,1.0
0.8,2.7125,1.0
0.8,2.8,1.0
0.8,2.8874999999999997,1.0
0.8,2.9749999999999996,1.0
0.8,3.0625,1.0
0.8,3.15,1.0
0.8,3.2375,1.0
0.8,3.3249999999999997,1.0
0.8,3.4124999999999996,1.0
0.8,3.5,1.0
0.8500000000000001,0.0,0.0
0.8500000000000001,0.0875,0.0
0.8500000000000001,0.175,0.0
0.8500000000000001,0.26249999999999996,0.0
0.8500000000000001,0.35,0.18395833333333333
0.8500000000000001,0.4375,0.25
0.8500000000000001,0.5249999999999999,0.5
0.8500000000000001,0.6124999999999999,0.3852083333333333
0.8500000000000001,0.7,0.5
0.8500000000000001,0.7875,0.6875
0.8500000000000001,0.875,0.7008333333333333
0.8500000000000001,0.9624999999999999,0.7970833333333334
0.8500000000000001,1.0499999999999998,0.88625
0.8500000000000001,1.1375,1.0
0.8500000000000001,1.2249999999999999,0.9375
0.8500000000000001,1.3125,0.8125
0.8500000000000001,1.4,0.8125
0.8500000000000001,1.4874999999999998,0.9583333333333333
0.8500000000000001,1.575,0.9420833333333334
0.8500000000000001,1.6624999999999999,1.0
0.8500000000000001,1.75,1.0
0.8500000000000001,1.8375,1.0
0.8500000000000001,1.9249999999999998,0.9375
0.8500000000000001,2.0124999999999997,1.0
0.8500000000000001,2.0999999999999996,1.0
0.8500000000000001,2.1875,1.0
0.8500000000000001,2.275,1.0
0.8500000000000001,2.3625,1.0
0.8500000000000001,2.4499999999999997,1.0
0.8500000000000001,2.5374999999999996,1.0
0.8500000000000001,2.625,1.0
0.8500000000000001,2.7125,1.0
0.8500000000000001,2.8,1.0
0.8500000000000001,2.8874999999999997,1.0
0.8500000000000001,2.9749999999999996,1.0
0.8500000000000001,3.0625,1.0
0.8500000000000001,3.15,1.0
0.8500000000000001,3.2375,1.0
0.8500000000000001,3.3249999999999997,1.0
0.8500000000000001,3.4124999999999996,1.0
0.8500000000000001,3.5,1.0
0.9,0.0,0.0
0.9,0.0875,0.0
0.9,0.175,0.0
0.9,0.26249999999999996,0.249375
0.9,0.35,0.311875
0.9,0.4375,0.43729166666666663
0.9,0.5249999999999999,0.6875
0.9,0.6124999999999999,0.5
0.9,0.7,0.625
0.9,0.7875,0.9375
0.9,0.875,0.8604166666666666
0.9,0.9624999999999999,0.875
0.9,1.0499999999999998,0.875
0.9,1.1375,0.9454166666666667
0.9,1.2249999999999999,1.0
